0:01:08,（お待たせしました）
0:01:21,朗報です
0:01:23,何でしょうか
0:01:27,声大丈夫？
0:01:28,あ大丈夫
0:01:32,V模擬の結果がさっき来て、見たんですけど、国語が90でした
0:01:49,偏差値？
0:01:50,あちがう
0:01:52,なんかある程度90点代を超える＊＊＊
0:01:56,素晴らしいじゃないですか。
0:01:58,68いったんです
0:02:00,おお。東葛ですね。
0:04:47,（英語解いて来ました）
0:06:32,（関数の演習）
0:09:50,（R6日比谷解いてみる）
0:16:47,（問1を解説）
0:20:25,これがなんでこうなるか絶対これ書いてあるってことは絶対これ使うはずなんですけど
0:20:51,（問2を解いてみる）
0:24:07,（問2がどこまで解けたか確認）
0:25:30,（問2を解説）
0:34:50,（この問題を通して伝えたいこと）
0:36:43,（(2)を解いてみる）
0:38:49,（(2)を解説）
0:45:07,（前回の宿題の確認(地震)）
0:51:37,理科って、イメージしにくいやつがなんか分からないなぁって思っちゃう。直感的にあれでもわかんないじゃんって思っちゃう。
0:51:49,そうだね。わかんないじゃん。いやわかるはず。になってほしい
0:51:58,ま次これやったらできるね、じゃあね。
0:52:01,なんか三平方にしか見えない
0:52:03,本当だよね。三平方やりすぎです。三平方の弊害
0:52:06,いや本当に理科やると、数学って簡単だったんだなあって
0:52:13,いや理科も簡単だよ。理科も簡単です。
0:52:19,（理科もプリント出す？）
0:52:50,電気がチカチカしてる。地震あったね
0:53:27,今年の漢字「熊」
0:53:29,熊？なんで？くまモンだからってこと？
0:53:35,今年の漢字
0:53:36,今年の漢字「熊」？何で何だろう
0:53:38,え？ニュース見てますか？
0:53:41,全然知らない
0:53:43,えあの、クマの被害がやばくて、熊が人を食う
0:53:47,あそうなの？それは良くないですね
0:53:51,えめっちゃ報道されてますけど。めちゃくちゃくちゃもう今年は熊
0:53:59,そうなんだ。あ知りませんでした。
0:54:01,そんなに知らないんだ。
0:54:03,そんなに知らないですよ。すいません数学バカで。申し訳ありません。
0:54:11,（今回の宿題）
0:55:11,字がめっちゃ可愛いです
0:55:13,ありがとうございます。丸文字です。
0:55:15,可愛いって言われませんか？
0:55:18,あんま言われないかも
0:55:20,数学ってだいたいもう読めないとかありそう
0:55:24,確かにね。
0:55:27,可愛い。
0:55:27,丸文字です。ありがとうございますって言うのかよく分からないけど。
0:55:33,直したいけどね。丸文字あんまりメリットないかもしれない。読みづらいかもしれない。
0:55:46,（1月の予定を決める。正月特訓も）
1:00:36,（なんで数学ができるようになったんですか？）
