0:01:17,（こんにちは）
0:01:51,なんかあった
0:01:52,なんかあります
0:01:55,あV模擬か
0:01:56,もう諦めろって感じで
0:02:00,え東葛ってこと？言われた？
0:02:04,言われたっていうか。現実がそう示してる。全然低かったです。
0:02:13,でもまあ過去最高点＊＊＊
,（志望校の話の続き）
0:14:34,（問3の具体値を求める問題の対策プリントを作ったけど、、）
0:18:43,（作図であれば解説できる、、）
0:25:58,（完璧ですね）
0:59:05,（ちなみに入試問題では作図取れてるの？）
1:02:40,（ケアレスミス対策）
1:06:23,（来週以降は過去問対策）
1:09:09,大丈夫なんか今日？風邪ひいてる？
1:09:24,なになに教えて？特にない？
1:09:44,もう受験勉強疲れた？まあそりゃ疲れるよね。疲れない人いないよね。
1:09:58,こんなにバカになったんだなぁって
1:10:02,えどういうこと？
1:10:03,思いました。
1:10:04,こんなにバカ？
1:10:05,こんなにバカになったんだなぁ
1:10:08,ああV模擬ってこと？
1:10:10,まあ、まあまあまあ
1:10:17,そんなことないよ。だって里緒ちゃんめちゃくちゃ頑張ってるの僕もめちゃくちゃみてきたし、それは石田先生だってたくさん見てきたし、親御さんだってたくさん見てるし、一番自分が知ってるはずだから。
1:10:32,めちゃくちゃ頑張ってきてるじゃん
1:10:36,それはもう僕がめちゃくちゃ知ってるから。
1:10:38,だって部活終わる前はさ、何だろう宿題もああ半分くらいしかできませんでした。っていう状態をさ、里緒ちゃん自分で律してさ、もうたくさんくださいって言ってさ、で実際理科も上がってるわけじゃん。数学だってさ、ケアレスミスなければ解けるようになっているわけでしょ？
1:10:55,めちゃくちゃ立派な成長じゃん。ここまで成長するってなかなかすごいよ。そこは自信持って欲しい。まだ私は1ヶ月も伸びるんだぞと
1:11:09,とはいかないか。
1:11:16,目が回ってきた。
1:11:18,目が回ってきた？よく寝てください。
1:11:24,まあねえ。自分がバカか。確かになあ
1:11:35,色々思い出す
1:11:37,思い出す
1:11:40,幼い頃を思い出す。
1:11:47,それは小学生とかってこと？
1:11:48,小学生。幼稚園？小学生。
1:11:53,どういうふうに思い出すの？
1:12:05,幼稚園は楽しかった？
1:12:07,違う。そういうことじゃない。いい子だったのになあ。
1:12:14,いや今めちゃくちゃいい子じゃん。めちゃくちゃいい子じゃんていうとなんか失礼なのか。
1:12:19,もう全てが優秀で完璧で、友達も多くて、先生ともなんか、色々うん。褒められて。
1:12:36,だってめっちゃ頑張ってるもん。めっちゃ頑張っている人は誉めなないと
1:12:41,楽しかったけど。今はもう、輝かしくないから。
1:12:51,いやもうできるものなら抱きしめてあげたいくらいなんですけど。
1:12:56,セクハラ
1:12:57,セクハラになっちゃうんで。
1:13:02,もう、終わっちゃったなあ
1:13:24,うーん、そうだよなあ。＊＊＊
1:14:35,なんか少しでももう僕は何だろう解ける問題を増やして、勉強をするモチベーションとか、その不安な気持ちをできるだけ救いたいなって思ってるから、ちょっと
1:14:53,行きたくないわけじゃないけど、したくないわけじゃないけど、
1:15:04,何ができていないのか、わからない
1:15:16,何ができていないのか。そうだねぇ、でもねぇ、もう抜けないと思うよ。＊＊＊
1:17:47,だって今実際ここらへんが苦手だなとかってまあ、確率って言ってるのか、ないでしょ？そうでもない？
1:18:00,見つからないからこそ、
1:18:09,見つからないからがないからじゃなくて、＊＊＊
1:21:13,頑張っていれば必ず道は開けると信じているから。大丈夫
1:21:20,家に帰りたくありません。
1:21:23,もうやらなきゃいいんじゃない？
1:21:26,でも待ってる。
1:21:30,でもさやりたくないのにやれるの？勉強？そういうことじゃないの？
1:21:38,え違います違います。やりたくないわけじゃない。
1:21:46,やりたくないわけではない？
1:21:48,中学校のどんな行事よりも、どんな友達よりも、楽しいことが見つかったから。
1:22:06,何それは
1:22:08,受験勉強。だったら教えて欲しかった。中学校生活で一番楽しいことは。
1:22:19,そうなの？
1:22:21,行事とかそんな興味ないし。友達も少ないし、友達が言っていることがよく分からないし、面白くないし、一緒に話ししてても楽しくないし、こんな、
1:22:41,じゃあ少なくとも僕はその里緒ちゃんの最高の楽しみに加担できるようにもっと楽しくできるように頑張ってまいりますので。ちょっと待って印刷してくるね。
,（印刷タイム）
1:32:06,授業記録いつものように書いてくださいね。
1:32:11,何だっけ
1:32:12,えその、いつものように書いてください
1:32:17,いつもって何だっけ
1:32:18,いや分かんない
1:32:19,えなんか前回変だった？
1:32:20,いや変だったとかじゃなくって。
1:32:25,どういう？気をつけます。
1:32:28,テンションが低かったって書かないでください。
1:32:31,ああそういうことね。あ了解です。そこは任せてください。
1:32:37,きっとびっくりするんで。
1:32:39,わかりました。気をつけます。
